Flight_ID,Airline,Aircraft_Type,Origin,Destination,Scheduled_Departure,Actual_Departure,Scheduled_Arrival,Actual_Arrival,Delay_Cause,Cancelled,Turnaround_Time_Minutes
AI1339,IndiGo,B737,HYD,BLR,2025-07-15 03:00:00,2025-07-15 03:30:00,2025-07-15 05:30:00,2025-07-15 06:00:00,Crew,No,64
AI1340,Vistara,A321,HYD,CCU,2025-07-15 04:00:00,2025-07-15 04:00:00,2025-07-15 06:30:00,2025-07-15 06:30:00,Crew,Yes,76
AI1341,Air India,B737,BLR,BOM,2025-07-15 05:00:00,2025-07-15 06:00:00,2025-07-15 07:30:00,2025-07-15 08:30:00,Crew,No,37
AI1342,Air India,B787,DEL,MAA,2025-07-15 06:00:00,2025-07-15 06:45:00,2025-07-15 08:00:00,2025-07-15 08:45:00,Weather,No,84
AI1343,Air India,B737,DEL,BOM,2025-07-15 07:00:00,2025-07-15 07:20:00,2025-07-15 08:30:00,2025-07-15 08:50:00,Technical,No,86
AI1344,IndiGo,B787,BLR,BOM,2025-07-15 08:00:00,2025-07-15 08:30:00,2025-07-15 11:00:00,2025-07-15 11:00:00,Crew,No,63
AI1345,Vistara,B737,CCU,MAA,2025-07-15 09:00:00,2025-07-15 09:10:00,2025-07-15 10:00:00,2025-07-15 10:10:00,ATC,No,81
AI1346,Vistara,B787,DEL,HYD,2025-07-15 10:00:00,2025-07-15 10:00:00,2025-07-15 11:30:00,2025-07-15 11:30:00,Technical,No,33
AI1347,IndiGo,B787,CCU,BLR,2025-07-15 11:00:00,2025-07-15 11:00:00,2025-07-15 13:00:00,2025-07-15 13:00:00,Technical,No,68
AI1348,SpiceJet,B737,DEL,CCU,2025-07-15 12:00:00,2025-07-15 12:45:00,2025-07-15 13:30:00,2025-07-15 14:15:00,Weather,No,60
AI1349,IndiGo,B737,BOM,CCU,2025-07-15 13:00:00,2025-07-15 13:10:00,2025-07-15 15:30:00,2025-07-15 15:40:00,Weather,No,72
AI1350,Vistara,B737,BLR,CCU,2025-07-15 14:00:00,2025-07-15 14:00:00,2025-07-15 16:00:00,2025-07-15 16:20:00,None,No,63
AI1351,SpiceJet,A321,BOM,CCU,2025-07-15 15:00:00,2025-07-15 15:45:00,2025-07-15 16:30:00,2025-07-15 17:15:00,ATC,No,63
AI1352,Vistara,B787,BLR,MAA,2025-07-15 16:00:00,2025-07-15 16:00:00,2025-07-15 19:00:00,2025-07-15 19:00:00,Ground Ops,No,58
AI1353,Air India,B787,BLR,BOM,2025-07-15 17:00:00,2025-07-15 17:15:00,2025-07-15 20:00:00,2025-07-15 20:15:00,Technical,No,50
AI1354,Vistara,B787,BLR,CCU,2025-07-15 18:00:00,2025-07-15 18:20:00,2025-07-15 19:30:00,2025-07-15 19:30:00,Technical,No,47
AI1355,Air India,A320,MAA,CCU,2025-07-15 19:00:00,2025-07-15 19:45:00,2025-07-15 21:30:00,2025-07-15 21:30:00,None,No,42
AI1356,Vistara,B737,BOM,BLR,2025-07-15 20:00:00,2025-07-15 20:10:00,2025-07-15 22:00:00,2025-07-15 22:00:00,Ground Ops,No,83
AI1357,IndiGo,A321,BOM,MAA,2025-07-15 21:00:00,2025-07-15 21:45:00,2025-07-16 00:00:00,2025-07-16 00:45:00,Ground Ops,No,66
AI1358,Air India,B787,MAA,DEL,2025-07-15 22:00:00,2025-07-15 22:05:00,2025-07-16 00:30:00,2025-07-16 00:30:00,Technical,No,48
AI1359,IndiGo,A321,DEL,BOM,2025-07-15 23:00:00,2025-07-15 23:20:00,2025-07-16 01:00:00,2025-07-16 01:20:00,None,No,88
AI1360,SpiceJet,A320,CCU,MAA,2025-07-16 00:00:00,2025-07-16 00:15:00,2025-07-16 02:30:00,2025-07-16 02:45:00,Technical,No,45
AI1361,IndiGo,B787,HYD,MAA,2025-07-16 01:00:00,2025-07-16 01:15:00,2025-07-16 03:00:00,2025-07-16 03:15:00,Weather,No,51
AI1362,SpiceJet,B787,MAA,BOM,2025-07-16 02:00:00,2025-07-16 02:00:00,2025-07-16 03:30:00,2025-07-16 03:30:00,Weather,No,45
AI1363,SpiceJet,B737,DEL,BLR,2025-07-16 03:00:00,2025-07-16 04:00:00,2025-07-16 06:00:00,2025-07-16 07:00:00,None,No,81
AI1364,IndiGo,B787,CCU,HYD,2025-07-16 04:00:00,2025-07-16 04:00:00,2025-07-16 06:30:00,2025-07-16 06:30:00,Technical,No,79
AI1365,SpiceJet,B737,BOM,DEL,2025-07-16 05:00:00,2025-07-16 05:45:00,2025-07-16 07:00:00,2025-07-16 07:45:00,Technical,No,53
AI1366,IndiGo,B787,BOM,CCU,2025-07-16 06:00:00,2025-07-16 06:00:00,2025-07-16 08:30:00,2025-07-16 08:50:00,Crew,No,44
AI1367,SpiceJet,A320,DEL,BOM,2025-07-16 07:00:00,2025-07-16 07:30:00,2025-07-16 08:00:00,2025-07-16 08:30:00,Technical,No,59
AI1368,Air India,B737,HYD,CCU,2025-07-16 08:00:00,2025-07-16 08:00:00,2025-07-16 10:00:00,2025-07-16 10:00:00,None,No,50
AI1369,Vistara,B787,CCU,DEL,2025-07-16 09:00:00,2025-07-16 09:20:00,2025-07-16 11:30:00,2025-07-16 11:50:00,ATC,No,77
AI1370,SpiceJet,A320,BOM,CCU,2025-07-16 10:00:00,2025-07-16 10:00:00,2025-07-16 11:30:00,2025-07-16 11:30:00,Technical,No,37
AI1371,SpiceJet,B737,BLR,HYD,2025-07-16 11:00:00,2025-07-16 12:00:00,2025-07-16 14:00:00,2025-07-16 15:00:00,Technical,No,74
AI1372,SpiceJet,B737,BOM,HYD,2025-07-16 12:00:00,2025-07-16 12:05:00,2025-07-16 13:30:00,2025-07-16 13:35:00,Weather,No,45
AI1373,SpiceJet,A320,HYD,DEL,2025-07-16 13:00:00,2025-07-16 13:00:00,2025-07-16 14:30:00,2025-07-16 14:30:00,Technical,No,58
AI1374,IndiGo,A320,BLR,MAA,2025-07-16 14:00:00,2025-07-16 15:00:00,2025-07-16 15:30:00,2025-07-16 16:30:00,Weather,No,76
AI1375,Air India,A321,DEL,BLR,2025-07-16 15:00:00,2025-07-16 15:45:00,2025-07-16 17:00:00,2025-07-16 17:45:00,ATC,No,86
AI1376,SpiceJet,A320,HYD,BLR,2025-07-16 16:00:00,2025-07-16 16:20:00,2025-07-16 19:00:00,2025-07-16 19:20:00,Ground Ops,No,56
AI1377,IndiGo,B787,BOM,HYD,2025-07-16 17:00:00,2025-07-16 17:30:00,2025-07-16 18:30:00,2025-07-16 19:00:00,ATC,No,53
AI1378,IndiGo,B737,HYD,BLR,2025-07-16 18:00:00,2025-07-16 18:00:00,2025-07-16 19:30:00,2025-07-16 19:30:00,ATC,No,35
AI1379,Vistara,A320,BLR,DEL,2025-07-16 19:00:00,2025-07-16 19:00:00,2025-07-16 20:30:00,2025-07-16 20:30:00,Weather,No,52
AI1380,SpiceJet,B787,MAA,BLR,2025-07-16 20:00:00,2025-07-16 20:00:00,2025-07-16 22:30:00,2025-07-16 23:15:00,ATC,No,65
AI1381,IndiGo,B787,BOM,HYD,2025-07-16 21:00:00,2025-07-16 21:00:00,2025-07-16 23:30:00,2025-07-16 23:30:00,ATC,No,62
AI1382,IndiGo,A321,MAA,BOM,2025-07-16 22:00:00,2025-07-16 23:00:00,2025-07-17 01:00:00,2025-07-17 01:00:00,Technical,No,34
AI1383,IndiGo,B787,MAA,HYD,2025-07-16 23:00:00,2025-07-16 23:05:00,2025-07-17 00:30:00,2025-07-17 00:30:00,Ground Ops,No,88
AI1384,IndiGo,A320,DEL,HYD,2025-07-17 00:00:00,2025-07-17 00:10:00,2025-07-17 02:00:00,2025-07-17 02:10:00,Weather,No,53
AI1385,IndiGo,B737,DEL,BOM,2025-07-17 01:00:00,2025-07-17 01:15:00,2025-07-17 03:00:00,2025-07-17 03:15:00,Weather,No,71
AI1386,Air India,B787,CCU,HYD,2025-07-17 02:00:00,2025-07-17 02:10:00,2025-07-17 05:00:00,2025-07-17 05:00:00,Crew,No,60
AI1387,IndiGo,A321,BOM,DEL,2025-07-17 03:00:00,2025-07-17 03:05:00,2025-07-17 05:30:00,2025-07-17 05:30:00,Crew,No,68
AI1388,Vistara,A320,BOM,MAA,2025-07-17 04:00:00,2025-07-17 04:45:00,2025-07-17 05:00:00,2025-07-17 05:45:00,Weather,No,44
AI1389,SpiceJet,A321,BLR,DEL,2025-07-17 05:00:00,2025-07-17 05:00:00,2025-07-17 06:00:00,2025-07-17 06:00:00,Crew,No,58
AI1390,Vistara,B737,BOM,MAA,2025-07-17 06:00:00,2025-07-17 07:00:00,2025-07-17 08:30:00,2025-07-17 08:30:00,Weather,No,80
AI1391,SpiceJet,A320,CCU,DEL,2025-07-17 07:00:00,2025-07-17 07:30:00,2025-07-17 08:00:00,2025-07-17 08:30:00,None,No,56
AI1392,IndiGo,A320,HYD,DEL,2025-07-17 08:00:00,2025-07-17 08:30:00,2025-07-17 10:30:00,2025-07-17 11:00:00,None,No,44
AI1393,SpiceJet,B737,HYD,DEL,2025-07-17 09:00:00,2025-07-17 09:10:00,2025-07-17 12:00:00,2025-07-17 12:00:00,Crew,No,66
AI1394,Air India,B787,HYD,BOM,2025-07-17 10:00:00,2025-07-17 10:30:00,2025-07-17 12:00:00,2025-07-17 12:30:00,Weather,No,82
AI1395,IndiGo,A321,HYD,BOM,2025-07-17 11:00:00,2025-07-17 11:00:00,2025-07-17 14:00:00,2025-07-17 14:00:00,None,No,82
AI1396,IndiGo,A321,HYD,BOM,2025-07-17 12:00:00,2025-07-17 12:00:00,2025-07-17 13:30:00,2025-07-17 14:15:00,Weather,No,38
AI1397,SpiceJet,A321,BLR,HYD,2025-07-17 13:00:00,2025-07-17 13:45:00,2025-07-17 14:30:00,2025-07-17 14:30:00,ATC,No,89
AI1398,SpiceJet,A320,CCU,BOM,2025-07-17 14:00:00,2025-07-17 14:05:00,2025-07-17 15:30:00,2025-07-17 15:35:00,ATC,No,64
AI1399,IndiGo,B737,HYD,MAA,2025-07-17 15:00:00,2025-07-17 15:10:00,2025-07-17 17:00:00,2025-07-17 17:00:00,Weather,No,45
AI1400,IndiGo,B737,MAA,BOM,2025-07-17 16:00:00,2025-07-17 16:15:00,2025-07-17 18:00:00,2025-07-17 18:15:00,None,No,79
AI1401,Air India,A320,MAA,DEL,2025-07-17 17:00:00,2025-07-17 17:20:00,2025-07-17 19:30:00,2025-07-17 19:50:00,Technical,No,88
AI1402,IndiGo,B737,BOM,BLR,2025-07-17 18:00:00,2025-07-17 18:30:00,2025-07-17 20:30:00,2025-07-17 21:00:00,Technical,No,56
AI1403,Vistara,B787,HYD,BOM,2025-07-17 19:00:00,2025-07-17 19:00:00,2025-07-17 21:30:00,2025-07-17 21:35:00,Weather,No,73
AI1404,Vistara,B737,DEL,CCU,2025-07-17 20:00:00,2025-07-17 20:15:00,2025-07-17 22:30:00,2025-07-17 22:45:00,ATC,No,67
AI1405,Air India,A320,DEL,BOM,2025-07-17 21:00:00,2025-07-17 21:05:00,2025-07-17 23:30:00,2025-07-17 23:35:00,Ground Ops,No,72
AI1406,Air India,B787,DEL,BLR,2025-07-17 22:00:00,2025-07-17 22:00:00,2025-07-18 00:30:00,2025-07-18 00:30:00,Technical,No,38
AI1407,SpiceJet,A321,BOM,MAA,2025-07-17 23:00:00,2025-07-17 23:15:00,2025-07-18 01:00:00,2025-07-18 01:00:00,ATC,No,68
AI1408,SpiceJet,A320,BOM,CCU,2025-07-18 00:00:00,2025-07-18 00:05:00,2025-07-18 01:00:00,2025-07-18 01:05:00,Weather,No,46
AI1409,IndiGo,A321,MAA,CCU,2025-07-18 01:00:00,2025-07-18 01:45:00,2025-07-18 04:00:00,2025-07-18 04:45:00,Ground Ops,No,80
AI1410,Vistara,A320,HYD,MAA,2025-07-18 02:00:00,2025-07-18 02:20:00,2025-07-18 05:00:00,2025-07-18 05:20:00,Ground Ops,Yes,48
AI1411,Vistara,A320,BLR,DEL,2025-07-18 03:00:00,2025-07-18 03:00:00,2025-07-18 06:00:00,2025-07-18 06:00:00,None,No,51
AI1412,SpiceJet,B737,DEL,BOM,2025-07-18 04:00:00,2025-07-18 04:10:00,2025-07-18 05:30:00,2025-07-18 05:30:00,ATC,No,50
AI1413,Air India,A321,BLR,HYD,2025-07-18 05:00:00,2025-07-18 05:20:00,2025-07-18 07:30:00,2025-07-18 07:50:00,None,No,37
AI1414,Air India,A320,BOM,MAA,2025-07-18 06:00:00,2025-07-18 06:20:00,2025-07-18 08:30:00,2025-07-18 08:50:00,Technical,No,35
AI1415,Air India,B737,HYD,DEL,2025-07-18 07:00:00,2025-07-18 07:00:00,2025-07-18 08:30:00,2025-07-18 08:45:00,Weather,No,56
AI1416,Air India,A321,MAA,BOM,2025-07-18 08:00:00,2025-07-18 08:20:00,2025-07-18 11:00:00,2025-07-18 11:00:00,Ground Ops,No,56
AI1417,IndiGo,A320,HYD,BOM,2025-07-18 09:00:00,2025-07-18 09:00:00,2025-07-18 12:00:00,2025-07-18 12:00:00,ATC,No,62
AI1418,Vistara,B787,CCU,BLR,2025-07-18 10:00:00,2025-07-18 11:00:00,2025-07-18 11:30:00,2025-07-18 12:30:00,ATC,Yes,39
AI1419,Air India,A320,HYD,BOM,2025-07-18 11:00:00,2025-07-18 12:00:00,2025-07-18 14:00:00,2025-07-18 15:00:00,None,No,66
AI1420,IndiGo,A321,BLR,DEL,2025-07-18 12:00:00,2025-07-18 12:30:00,2025-07-18 15:00:00,2025-07-18 15:30:00,ATC,No,61
AI1421,SpiceJet,A321,DEL,BLR,2025-07-18 13:00:00,2025-07-18 13:00:00,2025-07-18 15:30:00,2025-07-18 15:30:00,Weather,No,70
AI1422,Air India,B787,BOM,HYD,2025-07-18 14:00:00,2025-07-18 14:05:00,2025-07-18 15:30:00,2025-07-18 15:35:00,ATC,No,86
AI1423,SpiceJet,A321,BLR,DEL,2025-07-18 15:00:00,2025-07-18 15:00:00,2025-07-18 16:30:00,2025-07-18 16:30:00,Technical,Yes,79
AI1424,IndiGo,B737,DEL,BOM,2025-07-18 16:00:00,2025-07-18 16:45:00,2025-07-18 17:30:00,2025-07-18 18:15:00,ATC,No,42
AI1425,Air India,B737,BLR,MAA,2025-07-18 17:00:00,2025-07-18 17:00:00,2025-07-18 20:00:00,2025-07-18 20:15:00,None,No,87
AI1426,SpiceJet,A321,DEL,BOM,2025-07-18 18:00:00,2025-07-18 19:00:00,2025-07-18 19:30:00,2025-07-18 19:30:00,Technical,No,41
AI1427,Air India,B787,DEL,MAA,2025-07-18 19:00:00,2025-07-18 20:00:00,2025-07-18 20:30:00,2025-07-18 21:30:00,ATC,No,86
AI1428,Vistara,B737,MAA,DEL,2025-07-18 20:00:00,2025-07-18 20:15:00,2025-07-18 22:30:00,2025-07-18 22:45:00,Crew,No,59
AI1429,Vistara,A320,CCU,MAA,2025-07-18 21:00:00,2025-07-18 21:00:00,2025-07-18 23:30:00,2025-07-18 23:30:00,Ground Ops,No,30
AI1430,Air India,B787,HYD,DEL,2025-07-18 22:00:00,2025-07-18 22:45:00,2025-07-19 00:30:00,2025-07-19 01:15:00,Technical,No,40
AI1431,IndiGo,B737,BLR,CCU,2025-07-18 23:00:00,2025-07-18 23:00:00,2025-07-19 02:00:00,2025-07-19 02:20:00,ATC,No,37
AI1432,Air India,A321,MAA,HYD,2025-07-19 00:00:00,2025-07-19 01:00:00,2025-07-19 03:00:00,2025-07-19 03:00:00,Weather,No,56
AI1433,Vistara,A321,BLR,BOM,2025-07-19 01:00:00,2025-07-19 01:45:00,2025-07-19 02:00:00,2025-07-19 02:45:00,Weather,No,46
AI1434,SpiceJet,B787,CCU,BLR,2025-07-19 02:00:00,2025-07-19 02:45:00,2025-07-19 04:00:00,2025-07-19 04:00:00,Crew,No,78
AI1435,Air India,A321,BLR,CCU,2025-07-19 03:00:00,2025-07-19 03:30:00,2025-07-19 06:00:00,2025-07-19 06:30:00,None,No,65
AI1436,Air India,B737,DEL,HYD,2025-07-19 04:00:00,2025-07-19 04:20:00,2025-07-19 05:30:00,2025-07-19 05:50:00,Ground Ops,No,75
AI1437,Vistara,A320,DEL,CCU,2025-07-19 05:00:00,2025-07-19 05:15:00,2025-07-19 07:30:00,2025-07-19 07:45:00,Crew,No,89
AI1438,IndiGo,A321,MAA,DEL,2025-07-19 06:00:00,2025-07-19 06:00:00,2025-07-19 08:00:00,2025-07-19 08:00:00,Weather,No,60
AI1439,Vistara,B787,BOM,MAA,2025-07-19 07:00:00,2025-07-19 07:45:00,2025-07-19 09:30:00,2025-07-19 10:15:00,Crew,No,77
AI1440,SpiceJet,A320,BOM,MAA,2025-07-19 08:00:00,2025-07-19 09:00:00,2025-07-19 10:00:00,2025-07-19 11:00:00,Weather,No,36
AI1441,Vistara,B787,HYD,BLR,2025-07-19 09:00:00,2025-07-19 09:15:00,2025-07-19 12:00:00,2025-07-19 12:15:00,Ground Ops,No,38
AI1442,SpiceJet,B737,BOM,CCU,2025-07-19 10:00:00,2025-07-19 10:00:00,2025-07-19 12:30:00,2025-07-19 12:30:00,Ground Ops,No,85
AI1443,Vistara,A321,BLR,BOM,2025-07-19 11:00:00,2025-07-19 11:05:00,2025-07-19 13:30:00,2025-07-19 13:35:00,Weather,No,32
AI1444,Vistara,A321,MAA,BLR,2025-07-19 12:00:00,2025-07-19 12:20:00,2025-07-19 14:30:00,2025-07-19 14:50:00,None,No,83
AI1445,SpiceJet,B787,MAA,CCU,2025-07-19 13:00:00,2025-07-19 13:30:00,2025-07-19 14:00:00,2025-07-19 14:30:00,Crew,No,57
AI1446,SpiceJet,A320,HYD,MAA,2025-07-19 14:00:00,2025-07-19 14:10:00,2025-07-19 15:30:00,2025-07-19 15:40:00,Weather,No,31
AI1447,SpiceJet,B787,DEL,HYD,2025-07-19 15:00:00,2025-07-19 15:05:00,2025-07-19 16:00:00,2025-07-19 16:00:00,Weather,No,74
AI1448,Vistara,B737,DEL,MAA,2025-07-19 16:00:00,2025-07-19 16:05:00,2025-07-19 17:30:00,2025-07-19 17:35:00,Weather,No,40
AI1449,SpiceJet,B737,MAA,DEL,2025-07-19 17:00:00,2025-07-19 17:30:00,2025-07-19 19:00:00,2025-07-19 19:30:00,None,Yes,34
AI1450,Vistara,A320,MAA,BOM,2025-07-19 18:00:00,2025-07-19 18:20:00,2025-07-19 21:00:00,2025-07-19 21:20:00,ATC,No,38
AI1451,SpiceJet,A320,BLR,DEL,2025-07-19 19:00:00,2025-07-19 19:05:00,2025-07-19 22:00:00,2025-07-19 22:05:00,None,Yes,62
AI1452,IndiGo,A320,MAA,CCU,2025-07-19 20:00:00,2025-07-19 21:00:00,2025-07-19 22:30:00,2025-07-19 23:30:00,None,No,85
AI1453,IndiGo,B787,DEL,MAA,2025-07-19 21:00:00,2025-07-19 21:05:00,2025-07-19 22:00:00,2025-07-19 22:00:00,ATC,No,63
AI1454,Air India,A321,MAA,BLR,2025-07-19 22:00:00,2025-07-19 22:10:00,2025-07-19 23:00:00,2025-07-19 23:10:00,Technical,No,88
AI1455,SpiceJet,B787,HYD,MAA,2025-07-19 23:00:00,2025-07-19 23:10:00,2025-07-20 01:00:00,2025-07-20 01:10:00,Crew,No,54
AI1456,Vistara,A321,CCU,MAA,2025-07-20 00:00:00,2025-07-20 01:00:00,2025-07-20 03:00:00,2025-07-20 03:00:00,Technical,No,87
AI1457,SpiceJet,B737,DEL,MAA,2025-07-20 01:00:00,2025-07-20 01:30:00,2025-07-20 03:00:00,2025-07-20 03:00:00,None,No,57
AI1458,SpiceJet,B787,MAA,BOM,2025-07-20 02:00:00,2025-07-20 03:00:00,2025-07-20 03:30:00,2025-07-20 04:30:00,None,No,52
AI1459,IndiGo,A320,MAA,BLR,2025-07-20 03:00:00,2025-07-20 03:15:00,2025-07-20 04:00:00,2025-07-20 04:15:00,None,No,38
AI1460,Air India,B737,BOM,BLR,2025-07-20 04:00:00,2025-07-20 04:00:00,2025-07-20 06:00:00,2025-07-20 06:10:00,Crew,No,55
AI1461,IndiGo,B787,CCU,DEL,2025-07-20 05:00:00,2025-07-20 05:30:00,2025-07-20 07:30:00,2025-07-20 07:30:00,Ground Ops,No,74
AI1462,IndiGo,B787,BLR,MAA,2025-07-20 06:00:00,2025-07-20 06:45:00,2025-07-20 09:00:00,2025-07-20 09:00:00,Ground Ops,No,65
AI1463,IndiGo,B737,BLR,CCU,2025-07-20 07:00:00,2025-07-20 07:45:00,2025-07-20 09:30:00,2025-07-20 10:15:00,Crew,No,45
AI1464,SpiceJet,A320,MAA,CCU,2025-07-20 08:00:00,2025-07-20 08:30:00,2025-07-20 11:00:00,2025-07-20 11:30:00,None,No,75
AI1465,Air India,B737,BLR,DEL,2025-07-20 09:00:00,2025-07-20 09:00:00,2025-07-20 10:00:00,2025-07-20 10:05:00,Crew,No,48
AI1466,Air India,B787,CCU,HYD,2025-07-20 10:00:00,2025-07-20 10:00:00,2025-07-20 11:30:00,2025-07-20 12:15:00,ATC,Yes,37
AI1467,SpiceJet,A321,MAA,DEL,2025-07-20 11:00:00,2025-07-20 11:00:00,2025-07-20 12:30:00,2025-07-20 12:30:00,ATC,No,51
AI1468,SpiceJet,B787,BOM,BLR,2025-07-20 12:00:00,2025-07-20 12:20:00,2025-07-20 15:00:00,2025-07-20 15:20:00,None,No,87
AI1469,Air India,B737,MAA,DEL,2025-07-20 13:00:00,2025-07-20 13:20:00,2025-07-20 16:00:00,2025-07-20 16:20:00,Weather,No,82
AI1470,IndiGo,B787,HYD,BOM,2025-07-20 14:00:00,2025-07-20 14:00:00,2025-07-20 16:00:00,2025-07-20 16:00:00,Ground Ops,No,87
AI1471,SpiceJet,B737,BLR,BOM,2025-07-20 15:00:00,2025-07-20 15:10:00,2025-07-20 18:00:00,2025-07-20 18:10:00,ATC,No,51
AI1472,IndiGo,B737,MAA,BOM,2025-07-20 16:00:00,2025-07-20 17:00:00,2025-07-20 17:30:00,2025-07-20 18:30:00,ATC,No,67
AI1473,Air India,B787,HYD,MAA,2025-07-20 17:00:00,2025-07-20 17:15:00,2025-07-20 19:30:00,2025-07-20 19:30:00,ATC,No,68
AI1474,IndiGo,A321,DEL,MAA,2025-07-20 18:00:00,2025-07-20 18:30:00,2025-07-20 21:00:00,2025-07-20 21:30:00,Technical,Yes,69
AI1475,Vistara,B787,DEL,HYD,2025-07-20 19:00:00,2025-07-20 19:20:00,2025-07-20 20:30:00,2025-07-20 20:50:00,Weather,No,36
AI1476,SpiceJet,A321,BOM,HYD,2025-07-20 20:00:00,2025-07-20 20:30:00,2025-07-20 22:00:00,2025-07-20 22:00:00,ATC,No,76
AI1477,SpiceJet,A320,BOM,CCU,2025-07-20 21:00:00,2025-07-20 21:20:00,2025-07-20 22:00:00,2025-07-20 22:20:00,Technical,No,32
AI1478,Vistara,A321,DEL,MAA,2025-07-20 22:00:00,2025-07-20 22:05:00,2025-07-21 00:30:00,2025-07-21 00:35:00,None,No,34
AI1479,Vistara,B787,BLR,MAA,2025-07-20 23:00:00,2025-07-20 23:00:00,2025-07-21 01:00:00,2025-07-21 01:30:00,Ground Ops,No,77
AI1480,IndiGo,A321,BOM,HYD,2025-07-21 00:00:00,2025-07-21 01:00:00,2025-07-21 01:00:00,2025-07-21 02:00:00,Technical,No,88
AI1481,Air India,B737,HYD,MAA,2025-07-21 01:00:00,2025-07-21 01:30:00,2025-07-21 03:30:00,2025-07-21 04:00:00,Technical,No,52
AI1482,IndiGo,A320,BOM,DEL,2025-07-21 02:00:00,2025-07-21 02:15:00,2025-07-21 05:00:00,2025-07-21 05:00:00,Weather,No,58
AI1483,Vistara,A321,MAA,HYD,2025-07-21 03:00:00,2025-07-21 03:10:00,2025-07-21 06:00:00,2025-07-21 06:10:00,ATC,No,88
AI1484,Vistara,B737,BOM,DEL,2025-07-21 04:00:00,2025-07-21 04:05:00,2025-07-21 05:30:00,2025-07-21 05:35:00,Weather,No,56
AI1485,Vistara,A321,BOM,BLR,2025-07-21 05:00:00,2025-07-21 05:00:00,2025-07-21 07:00:00,2025-07-21 08:00:00,Weather,No,70
AI1486,IndiGo,B737,CCU,MAA,2025-07-21 06:00:00,2025-07-21 06:00:00,2025-07-21 08:30:00,2025-07-21 08:35:00,Technical,No,58
AI1487,SpiceJet,A321,CCU,BLR,2025-07-21 07:00:00,2025-07-21 08:00:00,2025-07-21 08:30:00,2025-07-21 08:30:00,ATC,No,77
AI1488,SpiceJet,B737,MAA,CCU,2025-07-21 08:00:00,2025-07-21 08:45:00,2025-07-21 11:00:00,2025-07-21 11:45:00,Weather,No,83
AI1489,SpiceJet,A320,DEL,HYD,2025-07-21 09:00:00,2025-07-21 09:20:00,2025-07-21 11:30:00,2025-07-21 11:50:00,ATC,No,57
AI1490,Air India,B787,CCU,BLR,2025-07-21 10:00:00,2025-07-21 11:00:00,2025-07-21 12:30:00,2025-07-21 13:30:00,Ground Ops,No,48
AI1491,Air India,B737,MAA,DEL,2025-07-21 11:00:00,2025-07-21 11:10:00,2025-07-21 12:30:00,2025-07-21 12:40:00,Crew,No,78
AI1492,IndiGo,B787,CCU,HYD,2025-07-21 12:00:00,2025-07-21 12:10:00,2025-07-21 14:30:00,2025-07-21 14:40:00,None,No,60
AI1493,Air India,B737,CCU,DEL,2025-07-21 13:00:00,2025-07-21 13:05:00,2025-07-21 16:00:00,2025-07-21 16:05:00,None,No,74
AI1494,IndiGo,B787,CCU,BLR,2025-07-21 14:00:00,2025-07-21 14:10:00,2025-07-21 15:00:00,2025-07-21 15:10:00,Weather,No,38
AI1495,SpiceJet,B787,DEL,CCU,2025-07-21 15:00:00,2025-07-21 15:00:00,2025-07-21 16:00:00,2025-07-21 16:45:00,Weather,No,76
AI1496,IndiGo,A320,CCU,DEL,2025-07-21 16:00:00,2025-07-21 16:00:00,2025-07-21 18:00:00,2025-07-21 18:00:00,Technical,Yes,41
AI1497,Air India,A321,BOM,DEL,2025-07-21 17:00:00,2025-07-21 17:30:00,2025-07-21 19:00:00,2025-07-21 19:30:00,None,No,76
AI1498,IndiGo,B737,MAA,BLR,2025-07-21 18:00:00,2025-07-21 18:10:00,2025-07-21 19:30:00,2025-07-21 19:40:00,Crew,No,79
AI1499,Air India,B787,MAA,BOM,2025-07-21 19:00:00,2025-07-21 19:20:00,2025-07-21 21:00:00,2025-07-21 21:20:00,Technical,No,67
AI1500,SpiceJet,A321,MAA,CCU,2025-07-21 20:00:00,2025-07-21 20:00:00,2025-07-21 22:30:00,2025-07-21 22:30:00,Weather,No,88
AI1501,Air India,B787,MAA,DEL,2025-07-21 21:00:00,2025-07-21 21:45:00,2025-07-21 22:00:00,2025-07-21 22:45:00,None,No,82
AI1502,IndiGo,A320,BLR,BOM,2025-07-21 22:00:00,2025-07-21 22:30:00,2025-07-22 00:30:00,2025-07-22 01:00:00,Ground Ops,No,89
AI1503,SpiceJet,A321,HYD,BLR,2025-07-21 23:00:00,2025-07-21 23:10:00,2025-07-22 02:00:00,2025-07-22 02:10:00,ATC,No,62
AI1504,Air India,B787,BOM,BLR,2025-07-22 00:00:00,2025-07-22 01:00:00,2025-07-22 02:30:00,2025-07-22 02:30:00,Weather,Yes,35
AI1505,SpiceJet,A320,BLR,BOM,2025-07-22 01:00:00,2025-07-22 01:05:00,2025-07-22 03:00:00,2025-07-22 03:05:00,ATC,No,39
AI1506,Air India,A320,BLR,HYD,2025-07-22 02:00:00,2025-07-22 02:45:00,2025-07-22 04:30:00,2025-07-22 05:15:00,Crew,No,87
AI1507,IndiGo,B787,HYD,MAA,2025-07-22 03:00:00,2025-07-22 03:00:00,2025-07-22 06:00:00,2025-07-22 06:00:00,Crew,No,30
AI1508,Air India,B737,CCU,BLR,2025-07-22 04:00:00,2025-07-22 04:05:00,2025-07-22 06:00:00,2025-07-22 06:05:00,Technical,No,67
